MFG_ID,MFG_NAME,DISTINCT_NUMBER_OF_RECIPIENTS,DISTINCT_NUMBER_OF_RECPS_GILEAD,COMMON_NUM_OF_RECPS,PERC_OF_RECIPIENTS_GILEAD
1E+11,"Paratek Pharmaceuticals, Inc.",1188,16657,371,0.3123
1E+11,Sioux Surgical Inc,26,16657,0,0
1E+11,"Fortis Surgical, Llc",67,16657,1,0.0149
1E+11,"Akcea Therapeutics, Inc.",1865,16657,239,0.1282
1E+11,Orthogrid Systems Inc,7,16657,0,0
1E+11,"Catalyst Pharmaceuticals, Inc.",217,16657,1,0.0046
1E+11,Cosette Pharmaceuticals Inc.,1,16657,0,0
1E+11,Stemline Therapeutics Inc.,436,16657,57,0.1307
1E+11,Alnylam Pharmaceuticals Inc.,1663,16657,274,0.1648
1E+11,"Bioptics, Inc.",120,16657,0,0
1E+11,"Cardinal Health 105, Inc",3,16657,1,0.3333
1E+11,"Dermira, Inc.",2563,16657,47,0.0183
1E+11,Millicent Us Inc,1042,16657,15,0.0144
1E+11,"Palette Life Sciences, Inc.",78,16657,3,0.0385
1E+11,"Greenwich Biosciences, Inc.",1913,16657,12,0.0063
1E+11,Adaptive Biotechnologies Corporation,66,16657,6,0.0909
1E+11,"Tyber Medical, Llc",9,16657,0,0
1E+11,Avexis,129,16657,0,0
1E+11,"Cathworks, Inc.",113,16657,24,0.2124
1E+11,"Kala Pharmaceuticals, Inc.",2932,16657,5,0.0017
1E+11,Gw Pharma Limited,7,16657,2,0.2857
1E+11,Gw Research Limited,16,16657,0,0
1E+11,Phenox Inc.,17,16657,0,0
1E+11,"Therapeuticsmd, Inc.",9694,16657,238,0.0246
1.00001E+11,"Curiteva, Inc.",16,16657,0,0
1.00001E+11,"Aquestive Therapeutics, Inc.",616,16657,4,0.0065
1.00001E+11,Eyevance Pharmaceuticals Llc,1835,16657,2,0.0011
1.00001E+11,Fujifilm Holdings America Corporation,4,16657,1,0.25
1.00001E+11,Levita Magnetics International Corp,68,16657,0,0
1.00001E+11,"Clarify Medical, Inc.",4,16657,0,0
1.00001E+11,Carl Zeiss Meditec Cataract Technology Inc.,433,16657,3,0.0069
1.00001E+11,"Qiagen, Llc",255,16657,35,0.1373
1.00001E+11,Indivior Deutschland Gmbh,1,16657,0,0
1.00001E+11,"Dte Oregon, Inc.",2,16657,0,0
1.00001E+11,"Eton Pharmaceuticals, Inc.",3,16657,0,0
1.00001E+11,"Mis Technologies, Llc",5,16657,0,0
1.00001E+11,"Progenics Pharmaceuticals, Inc.",20,16657,2,0.1
1.00001E+11,"Techmah Medical, Llc",18,16657,0,0
1.00001E+11,Clinigen Inc,56,16657,14,0.25
1.00001E+11,"Contego Medical, Inc",2,16657,0,0
1.00001E+11,Coherus Biosciences Inc.,587,16657,211,0.3595
1.00001E+11,Adlon Therapeutics L.P.,2705,16657,91,0.0336
1.00001E+11,Advanced Oxygen Therapy Inc.,76,16657,1,0.0132
1.00001E+11,Qt Ultrasound Llc,5,16657,0,0
1.00001E+11,"Kyocera Medical Technologies, Inc.",28,16657,0,0
1.00001E+11,Merck Kgaa,16,16657,0,0
1.00001E+11,Summ Cott Medical,8,16657,0,0
1.00001E+11,"Gt Medical Technologies, Inc",21,16657,0,0
1.00001E+11,"Panther Orthopedics, Inc.",5,16657,0,0
1.00001E+11,"Relievant Medsystems, Inc.",365,16657,1,0.0027
1.00001E+11,Capsopro Services Llc,2,16657,0,0
1.00001E+11,"Healthmyne, Inc.",51,16657,6,0.1176
1.00001E+11,Mallinckrodt Enterprises Llc,11231,16657,593,0.0528
1.00001E+11,"Plexus Optix, Inc.",33,16657,0,0
1.00001E+11,"American Rheumatology Network, Llc",2,16657,0,0
1.00001E+11,"Clearpoint Neuro, Inc.",18,16657,7,0.3889
1.00001E+11,Curetis Usa Inc.,1,16657,0,0
1.00001E+11,"Sonavex, Inc.",5,16657,0,0
1.00001E+11,"Joint Restoration Foundation, Inc.",58,16657,0,0
1.00001E+11,Currax Pharmaceuticals Llc,575,16657,63,0.1096
1.00001E+11,Persion Pharmaceuticals Llc,2,16657,0,0
1.00001E+11,Akebia Therapeutics Inc,1984,16657,47,0.0237
1.00001E+11,Icotec Medical Inc.,12,16657,1,0.0833
1.00001E+11,"Imperative Care, Inc",40,16657,2,0.05
1.00001E+11,Sedena Medical Ab (Publ),1,16657,0,0
1.00001E+11,Koelis Inc.,4,16657,0,0
1.00001E+11,"Embody, Inc.",8,16657,0,0
1.00001E+11,Diasorin S.P.A.,3,16657,0,0
1.00001E+11,"Fortovia Therapeutics, Inc.",387,16657,92,0.2377
1.00001E+11,Bk Medical Holding Company Inc.,16,16657,0,0
1.00001E+11,Neo Spine Usa Inc,15,16657,0,0
1.00001E+11,Urocure Llc,23,16657,0,0
1.00001E+11,Uih Solutions  Llc,29,16657,0,0
1.00001E+11,"Dompe Us, Inc.",986,16657,3,0.003
1.00001E+11,Ossio Inc.,14,16657,0,0
1.00001E+11,"Braemar Manufacturing, Llc",734,16657,146,0.1989
1.00001E+11,Impulse Dynamics (Usa) Inc.,74,16657,4,0.0541
1.00001E+11,Hemosonics Llc,31,16657,0,0
1.00001E+11,"Illuminoss Medical, Inc.",30,16657,0,0
1.00001E+11,Amryt Pharma Holdings Ltd,1,16657,0,0
1.00001E+11,"Heraeus Medical Components, Llc",2,16657,0,0
1.00001E+11,International Life Sciences,11,16657,0,0
1.00001E+11,"Foundation Consumer Healthcare, Llc",1,16657,0,0
1.00001E+11,Ironshore Pharmaceuticals Inc.,12458,16657,372,0.0299
1.00001E+11,Reapplix Inc.,1,16657,0,0
1E+11,"Imclone Systems, Llc",1,16657,0,0
1E+11,"Streck, Inc.",7,16657,1,0.1429
1E+11,Pharmacia & Upjohn Company Llc,2,16657,0,0
1E+11,Genetics Institute Llc,1,16657,0,0
1E+11,Pfizer Limited,1,16657,1,1
1E+11,Central Blood Bank,3,16657,1,0.3333
1E+11,Lifesource,1,16657,0,0
1E+11,Itxm Clinical Services,7,16657,1,0.1429
1E+11,Itxm Diagnostics,4,16657,1,0.25
1E+11,Sps Medical Supply Corp.,15,16657,2,0.1333
1E+11,Spring Bioscience Corporation,1,16657,1,1
1E+11,Roche Diagnostics Gmbh,1,16657,0,0
1E+11,Luminex Corporation,40,16657,12,0.3
1E+11,Thermo Fisher Scientific Asheville Llc,3,16657,1,0.3333
1E+11,Richard-Allan Scientific Company,8,16657,6,0.75
1E+11,Brahms Gmbh,1,16657,0,0
1E+11,Luminex Molecular Diagnostics,2,16657,0,0
1E+11,Nucletron B.V.,1,16657,1,1
1E+11,Orasure Technologies Inc.,31,16657,2,0.0645
1E+11,"Aspen Surgical Products, Inc.",12,16657,2,0.1667
1E+11,Phc Corporation Of North America,3,16657,1,0.3333
1E+11,"Parkedale Pharmaceuticals, Inc.",1,16657,0,0
1E+11,Nucletron Operations B.V.,1,16657,1,1
1E+11,"Virtual Imaging, Inc.",4,16657,2,0.5
1E+11,Elekta Instrument Shanghai Ltd,1,16657,0,0
1E+11,Vision Rt Ltd,1,16657,1,1
1E+11,Chrono-Log Corp.,1,16657,1,1
1E+11,Saol International Limited,1,16657,1,1
1E+11,Agfa Us Corp.,12,16657,7,0.5833
1E+11,Arjo Inc.,1,16657,0,0
1E+11,Therachon Holding Gmbh,1,16657,1,1
1E+11,Advanced Sterilization Products Services Inc.,1,16657,0,0
1.00001E+11,Tso3 Corporation,2,16657,0,0
1.00001E+11,"Concordance Healthcare Solutions, Llc",21,16657,6,0.2857
1.00001E+11,"Catalent Pharma Solutions, Llc",7,16657,3,0.4286
1.00001E+11,Purdue Pharmaceuticals L.P.,1,16657,0,0
1.00001E+11,Purdue Pharma Manufacturing L.P.,1,16657,0,0
1.00001E+11,Oxford Gene Technology Inc,10,16657,2,0.2
1.00001E+11,"Uih America, Inc.",1,16657,1,1
